"","Provider_Name","Difference","Percent"
"4364","KINDER RETIREMENT AND REHABILITATION CENTER",-0.00133,"-5.71%"
"4365","KINDRED HOSPITAL - LOUISVILLE",0.0087,"50.32%"
"4366","KINDRED NURSING & REHABILITATION-HARBORLIGHTS",0.00402,"10.42%"
"4367","KINDRED NURSING AND HEALTHCARE - BAYBERRY",0.01643,"187.77%"
"4368","KINDRED NURSING AND HEALTHCARE - LIVERMORE",0.01544,"25.66%"
"4369","KINDRED NURSING AND HEALTHCARE-VICTORIAN",0.01357,"139.75%"
"4370","KINDRED NURSING AND REHABILITATION - MEDICAL HILL",0.02119,"320.57%"
"4371","KINDRED NURSING AND REHABILITATION-NINETEENTH AVE",0.00696,"18.09%"
"4372","KINDRED NURSING AND REHABILITATION-TOWER HILL",-0.00226,"-16.68%"
"4373","KINDRED NURSING AND REHABILITATION-YGNACIO VALLEY",-0.03289,"-100%"
"4374","KINDRED NURSING AND TRANSITIONAL CARE-PACIFIC COAS",4.99999999999997e-05,"0.66%"
"4375","KINDRED NURSING AND TRANSITIONAL CARE-SANTA CRUZ",-0.01375,"-49.16%"
"4376","KINDRED NURSING AND TRANSITIONAL CARE-SOUTH MARIN",-0.01448,"-19.53%"
"4377","KINDRED TRANSITIONAL CARE & REHAB - SIENA",-0.00811,"-29.51%"
"4378","KINDRED TRANSITIONAL CARE & REHAB - VALLEY GARDENS",-0.02881,"-47.16%"
"4379","KINDRED TRANSITIONAL CARE & REHAB - WALNUT CREEK",-0.02253,"-67.07%"
"4380","KINDRED TRANSITIONAL CARE & REHAB BIRCHWOOD TER",0.01797,"103.69%"
"4381","KINDRED TRANSITIONAL CARE & REHAB-HIGHGATE",0.00813,"15.18%"
"4382","KINDRED TRANSITIONAL CARE & REHAB-LAKEMED",0.00116,"7.96%"
"4383","KINDRED TRANSITIONAL CARE & REHABILITATION-AVERY",-0.00163,"-14.62%"
"4384","KINDRED TRANSITIONAL CARE & REHABILITATION-SPRING",-0.04788,"-78.29%"
"4385","KINDRED TRANSITIONAL CARE AND REHAB - CANYONWOOD",0.01453,"70.06%"
"4386","KINDRED TRANSITIONAL CARE AND REHAB-COLUMBUS",0.00533,"19.74%"
"4387","KINDRED TRANSITIONAL CARE AND REHAB-FOOTHIL",-0.01321,"-31.71%"
"4388","KINDRED TRANSITIONAL CARE AND REHAB-TUNNELL CENTER",0.01101,"50.37%"
"4389","KINDRED TRANSITIONAL CARE AND REHABILITATION-GRAPE",-0.0358,"-54.92%"
"4390","KINDRED TRANSITIONAL CARE AND REHABILITATION-MANSF",0.01137,"107.47%"
"4391","KINDRED TRANSITIONAL CARE AND REHABILITATION-RIDGM",0.02602,"65.69%"
"4392","KING CITY MANOR",-0.0049,"-14.08%"
"4393","KING DAVID CENTER FOR NURSING AND REHABILITATION",-0.00355,"-100%"
"4394","KING DAVID NURSING AND REHABILITATION CENTER",-0.01073,"-32.97%"
"4395","KING MANOR CARE AND REHABILITATION CENTER",-0.00701,"-45.52%"
"4396","KING NURSING & REHABILITATION COMMUNITY",-0.02465,"-100%"
"4397","KING STREET HOME INC",0.01313,"39.39%"
"4398","KING'S GRANT RETIREMENT COMMUN",0.00991,"32.56%"
"4399","KINGS DAUGHTERS COMMUNITY HEALTH & REHAB",-0.00205,"-18.86%"
"4400","KINGS HARBOR MULTICARE CENTER",-0.00159,"-14.23%"
"4401","KINGS MANOR METHODIST HOME",0.01933,"166.64%"
"4402","KINGS NURSING & REHABILITATION CENTER",0.03769,"108.8%"
"4403","KINGSBROOK LIFECARE CENTER",-0.00645,"-40.14%"
"4404","KINGSBURG CENTER",-0.01409,"-100%"
"4405","KINGSLAND HILLS CARE CENTER",-0.00352,"-14.86%"
"4406","KINGSLEY MANOR CARE CENTER",-0.00798,"-24.88%"
"4407","KINGSTON CARE CENTER OF FORT WAYNE",0.01103,"102.13%"
"4408","KINGSTON CARE CENTER OF SYLVANIA",-0.01279,"-100%"
"4409","KINGSTON HEALTHCARE CENTER, LLC",0.03097,"93%"
"4410","KINGSTON NURSING CENTER",0.0091,"28.01%"
"4411","KINGSVILLE NURSING AND REHABILITATION CENTER",0.01443,"102.34%"
"4412","KINGSWAY ARMS NURSING CENTER INC",-0.01129,"-100%"
"4413","KINGSWOOD NURSING CENTER",0.02471,"51.75%"
"4414","KINNIC HEALTH AND REHAB",-0.03971,"-100%"
"4415","KINZUA HEALTHCARE AND REHABILITATION CENTER",-0.01937,"-39.37%"
"4416","KIOWA HOSPITAL DISTRICT MANOR",-0.00385000000000001,"-3.67%"
"4417","KIRKHAVEN",0.000249999999999998,"2.16%"
"4418","KIRKLAND COURT HEALTH AND REHABILITATION CENTER",-0.01791,"-64.49%"
"4419","KIRKLAND VILLAGE",-0.03598,"-100%"
"4420","KIRKSVILLE MANOR CARE CENTER",-0.01967,"-100%"
"4421","KIRKWOOD BY THE RIVER",-0.01981,"-61.31%"
"4422","KIT CARSON NURSING & REHABILITATION CENTER",-0.00861,"-100%"
"4423","KITH HAVEN",-0.00439,"-19.36%"
"4424","KITTANNING CARE CENTER",-0.00574,"-38.45%"
"4425","KLONDIKE CENTER",-0.02309,"-45.82%"
"4426","KNIFE RIVER CARE CENTER",-0.00433,"-16.16%"
"4427","KNOLLS OF OXFORD",0.00131,"5.33%"
"4428","KNOLLS WEST POST ACUTE LLC",-0.01069,"-100%"
"4429","KNOLLWOOD HSC",0.00551,"53.03%"
"4430","KNOLLWOOD MANOR",-0.000949999999999999,"-5.14%"
"4431","KNOLLWOOD NURSING CENTER",-0.00059,"-2.25%"
"4432","KNOPP HEALTHCARE AND REHAB CENTER INC",0.03929,"133.55%"
"4433","KNOPP NURSING & REHAB CENTER INC",-0.04308,"-100%"
"4434","KNOTT COUNTY HEALTH AND REHABILITATION CENTER",-0.000960000000000001,"-10.81%"
"4435","KNOX CENTER FOR LONG TERM CARE",-0.0136,"-18.38%"
"4436","KNOX COUNTY NURSING HOME",0.00429,"27.93%"
"4437","KODA LIVING COMMUNITY",-0.00735,"-15.99%"
"4438","KOKOMO HEALTHCARE CENTER",-0.00697,"-28.57%"
"4439","KR AT COLLEGE HARBOR",0.03109,"91.36%"
"4440","KRESSON VIEW CENTER",-0.00529,"-100%"
"4441","KRYSTAL BAY NURSING AND REHABILITATION",-0.00821,"-18.5%"
"4442","KUAKINI GERIATRIC CARE, INC",-0.01369,"-59.19%"
"4443","KULA HOSPITAL",-0.00907,"-40.2%"
"4444","KUTZTOWN MANOR",0.01357,"37.04%"
"4445","KYAKAMEENA CARE CENTER",0.02049,"67.07%"
"4446","L.M.C.- EXTENDED CARE",0.00279,"12.75%"
"4447","LA BELLE MANOR CARE CENTER",-0.00191,"-3.4%"
"4448","LA BREA REHABILITATION CENTER",0.00501,"10.19%"
"4449","LA CANADA CARE CENTER",0.02086,"152.6%"
"4450","LA CRESCENT HEALTH SERVICES",0.02396,"92.72%"
"4451","LA CRESCENTA HEALTHCARE CENTER",-0.01124,"-45.9%"
"4452","LA DORA NURSING AND REHABILITATION CENTER",0.02048,"156.93%"
"4453","LA HACIENDA HEALTHCARE",-0.00705,"-100%"
"4454","LA HACIENDA NURSING & REHAB CENTER",-0.00524,"-17.33%"
"4455","LA JOLLA NURSING AND REHABILITATION CENTER",0.00111,"13.47%"
"4456","LA MARIPOSA CARE AND REHABILITATION CENTER",0.000980000000000002,"4.08%"
"4457","LA MESA HEALTHCARE CENTER",-0.01585,"-100%"
"4458","LA PALMA NURSING CENTER",0.01053,"21.85%"
"4459","LA SIERRA CARE CENTER",-0.01739,"-100%"
"4460","LA VIDA LLENA",0.00325,"11.77%"
"4461","LA VIDA SERENA NURSING AND REHABILITATION",-0.000620000000000001,"-6%"
"4462","LA VILLA GRANDE CARE CENTER",-0.01379,"-52.65%"
"4463","LACKAWANNA HEALTH AND REHAB CENTER",-0.00551,"-18.59%"
"4464","LACOMBE NURSING CENTER",0.01027,"52.83%"
"4465","LACONIA CENTER, GENESIS HEALTHCARE",-0.00182,"-7.9%"
"4466","LACROSSE HEALTH & REHABILITATION CENTER",-0.01327,"-25.79%"
"4467","LADERA CENTER",-0.02746,"-72.19%"
"4468","LADY LAKE SPECIALTY CARE CENTER",-0.00804,"-50.69%"
"4469","LAFAYETTE CENTER, GENESIS HEALTHCARE",0.00855,"50.53%"
"4470","LAFAYETTE EXTENDED CARE",0.00085,"7.24%"
"4471","LAFAYETTE MANOR",-0.00233999999999999,"-5.28%"
"4472","LAFAYETTE MANOR, INC",0.0011,"1.05%"
"4473","LAFAYETTE NURSING AND REHABILITATION CENTER",-0.00218,"-14.14%"
"4474","LAFAYETTE POINTE NURSING & REHAB CTR",-0.02471,"-100%"
"4475","LAFAYETTE-REDEEMER, THE",0.00868,"52.89%"
"4476","LAGNIAPPE HEALTHCARE",-0.01074,"-100%"
"4477","LAGRANGE HEALTH AND REHAB",0.00144,"13.53%"
"4478","LAGUNA HILLS HEALTH AND REHABILITATION CENTER",0.00656,"81.69%"
"4479","LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF",0.00136,"9.24%"
"4480","LAGUNA RAINBOW NURSING CENTER",-0.04856,"-40.32%"
"4481","LAKE ANDES SENIOR LIVING",-0.06334,"-100%"
"4482","LAKE CHARLES CARE CENTER",-0.01074,"-26.84%"
"4483","LAKE CITY NURSING AND REHABILITATION CENTER LLC",-0.01822,"-86.02%"
"4484","LAKE CITY SCRANTON HEALTHCARE CENTER",-0.00881,"-49.47%"
"4485","LAKE COUNTRY HEALTH SERVICES",-0.00741,"-15.01%"
"4486","LAKE COUNTRY NURSING CENTER",-0.03162,"-49.98%"
"4487","LAKE COUNTY NURSING AND REHABILITATION CENTER",-0.0171,"-32.8%"
"4488","LAKE CROSSING HEALTH CENTER",-0.02063,"-100%"
"4489","LAKE EMORY POST ACUTE CARE",-0.02225,"-65.83%"
"4490","LAKE EUSTIS HEALTH AND REHABILITATION CENTER",-0.01608,"-64.81%"
"4491","LAKE HARRIS HEALTH CENTER",-0.01306,"-54.99%"
"4492","LAKE JACKSON HEALTHCARE CENTER",0.00145,"3.09%"
"4493","LAKE LODGE NURSING AND REHABILITATION LP",-0.01497,"-100%"
"4494","LAKE MARION NURSING FACILITY",-0.00117,"-4.9%"
"4495","LAKE MEAD HEALTH AND REHABILITATION CENTER",-0.00124,"-8.5%"
"4496","LAKE MINNETONKA SHORES",0.00793,"30.29%"
"4497","LAKE MOULTRIE NURSING HOME",0.000360000000000003,"1.84%"
"4498","LAKE PARK NURSING AND REHABILITATION CENTER",-0.00477,"-38.47%"
"4499","LAKE PARK OF MADISON NURSING AND REHABILITATION CE",0.00936,"80.41%"
"4500","LAKE PARK RETIREMENT RESIDENCE",-0.04215,"-100%"
"4501","LAKE PLEASANT POST ACUTE REHABILITATION CENTER",-0.0098,"-100%"
"4502","LAKE POINTE HEALTH CARE",-0.01601,"-100%"
"4503","LAKE PRINCE WOODS, INC",-0.04913,"-100%"
"4504","LAKE RIDGE CARE CENTER OF BUFFALO",-0.03283,"-47.4%"
"4505","LAKE RIDGE CENTER",-0.01173,"-100%"
"4506","LAKE SHORE VILLAGE HEALTHCARE CENTER",-0.01064,"-36.04%"
"4507","LAKE STOCKTON HEALTHCARE FACILITY",-0.00596,"-23.19%"
"4508","LAKE TAYLOR HOSP",-0.00961,"-24.35%"
"4509","LAKE TERRACE HEALTH AND REHABILITATION",0.01206,"34.94%"
"4510","LAKE VILLAGE NURSING AND REHABILITATION CENTER",0.02477,"215.39%"
"4511","LAKE VILLAGE REHABILITATION AND CARE CENTER",-0.01882,"-100%"
"4512","LAKE WINONA MANOR",0.01087,"105.43%"
"4513","LAKE WOODS NURSING & REHABILITATION CENTER",0.00261,"6.64%"
"4514","LAKE WORTH NURSING HOME",0.01116,"90.95%"
"4515","LAKEBRIDGE, A WATERS COMMUNITY, LLC",-0.02277,"-45.55%"
"4516","LAKELAND CENTER (THE)",-0.01019,"-42.41%"
"4517","LAKELAND HEALTH CARE CENTER",-0.0116,"-100%"
"4518","LAKELAND HEALTH CARE CTR",-0.00117,"-3.96%"
"4519","LAKELAND HILLS CENTER",0.01817,"110.66%"
"4520","LAKELAND NURSING & REHABILITATION",0.00695,"124.33%"
"4521","LAKELAND NURSING AND REHABILITATION CENTER LLC",-0.03045,"-58%"
"4522","LAKELAND REHAB & HEALTHCARE CENTER",0.00963,"106.64%"
"4523","LAKELAND SKILLED NURSING AND REHABILITATION",-0.04402,"-100%"
"4524","LAKEPOINT AUGUSTA, LLC",-0.00099,"-6.45%"
"4525","LAKEPOINT EL DORADO, LLC",-0.00795,"-16.1%"
"4526","LAKEPOINT WICHITA, LLC",-0.00261,"-19.01%"
"4527","LAKERIDGE VILLA HEALTH CARE CENTER",-0.02026,"-100%"
"4528","LAKES OF MONCLOVA HEALTH CAMPUS THE",0.03906,"145.31%"
"4529","LAKESIDE HEALTH AND REHABILITATION CENTER",-0.01737,"-100%"
"4530","LAKESIDE NURSING AND REHABILITATION CENTER",-0.01225,"-39.61%"
"4531","LAKESIDE PAVILION",0.00764,"71.67%"
"4532","LAKESIDE REHABILITATION AND CARE CENTER",0.000579999999999997,"0.95%"
"4533","LAKEVIEW  REHAB & NURSING CENTER",0.00884,"76.01%"
"4534","LAKEVIEW GARDENS",-0.15938,"-100%"
"4535","LAKEVIEW HEALTHCARE AND REHABILITATION CENTER",-0.0126,"-21.32%"
"4536","LAKEVIEW HOUSE SKLD NRSG  AND RESIDENTIAL CARE FAC",-0.02888,"-100%"
"4537","LAKEVIEW MANOR",-0.00421,"-27.62%"
"4538","LAKEVIEW MANOR HEALTHCARE CENTER",-0.01785,"-100%"
"4539","LAKEVIEW MANOR NURSING HOME",-0.00724,"-100%"
"4540","LAKEVIEW METHODIST HEALTH CARE CENTER",0.04903,"110.73%"
"4541","LAKEVIEW NURSING CENTER",0.00476,"40.37%"
"4542","LAKEVIEW REHABILITATION AND CARE CENTER",-0.01548,"-100%"
"4543","LAKEVIEW TERRACE",-0.01096,"-100%"
"4544","LAKEVIEW VILLAGE",0.00084,"13.04%"
"4545","LAKEWOOD A CONTINUING CARE CENTER",-0.01969,"-61.11%"
"4546","LAKEWOOD CARE CENTER",-0.01795,"-39.77%"
"4547","LAKEWOOD HEALTH AND REHAB, LLC",0.00897,"25.38%"
"4548","LAKEWOOD HEALTH SYSTEM",0.0041,"12.97%"
"4549","LAKEWOOD HEALTHCARE CENTER",0.01049,"149.01%"
"4550","LAKEWOOD MANOR",0.01674,"148.93%"
"4551","LAKEWOOD NRSG & REHAB CENTER",-0.00737,"-23.31%"
"4552","LAKEWOOD NURSING CENTER",-0.0184,"-21.8%"
"4553","LAKIN HOSPITAL",0.00221,"12.08%"
"4554","LAMAR ESTATES LLC",0.02937,"120.37%"
"4555","LAMPASAS NURSING AND REHABILITATION CENTER",-0.00719,"-27.2%"
"4556","LAMPSTAND NURSING AND REHABILITATION LP",0.0021,"9.18%"
"4557","LAMUN-LUSK-SANCHEZ TEXAS STATE VETERANS HOME",-0.02389,"-43.64%"
"4558","LANCASHIRE CONVALESCENT AND REHABILITATION CENTER",-0.01002,"-100%"
"4559","LANCASHIRE HALL",0.00363,"43.27%"
"4560","LANCASTER CARE AND REHABILITATION CENTER",0.00059,"2.36%"
"4561","LANCASTER CONVALESCENT CENTER",0.01321,"65.27%"
"4562","LANCASTER HEALTH CARE CENTER",-0.00783,"-27.41%"
"4563","LANCASTER NURSING & REHABILITATION CENTER",-0.01569,"-25.51%"
"4564","LANCASTER REHABILITATION CENTER, LLC",-0.01514,"-56.45%"
"4565","LANDIS HOMES",0.00156,"5.23%"
"4566","LANDMARK CARE AND REHABILITATION",-0.01807,"-34.36%"
"4567","LANDMARK NURSING & REHAB CTR",-0.01885,"-39.29%"
"4568","LANDMARK NURSING AND REHAB CENTER",0.01918,"190.85%"
"4569","LANDMARK NURSING CENTER HAMMOND",-0.00637,"-100%"
"4570","LANDMARK OF ACADIANA",0.00839,"101.33%"
"4571","LANDMARK OF BATON ROUGE",-0.00752,"-59.78%"
"4572","LANDMARK OF DES PLAINES REHAB",0.0123,"50.6%"
"4573","LANDMARK OF DESOTO",-0.0345,"-70.94%"
"4574","LANDMARK OF LAKE CHARLES",0.00426,"70.76%"
"4575","LANDMARK OF LANCASTER REHABILITATION AND NURSING C",0.02106,"113.59%"
"4576","LANDMARK OF LOUISVILLE REHABILITATION AND NURSING,",-0.00476,"-28.03%"
"4577","LANDSUN HOMES, INC.",-0.00204,"-13.87%"
"4578","LANIER TERRACE",0.00997,"123.7%"
"4579","LANSDALE CARE AND REHABILITATION CENTER",-0.01581,"-40.09%"
"4580","LANSING CARE & REHABILITATION CENTER, LLC",-0.0553,"-73.92%"
"4581","LAPEER COUNTY MEDICAL CARE FAC",0.000410000000000001,"2.46%"
"4582","LAPLATA CENTER",0,"0%"
"4583","LAPORTE CITY SPECIALTY CARE",-0.0269,"-52.13%"
"4584","LAPORTE HEALTHCARE CENTER",0.01832,"30.94%"
"4585","LARAMIE CARE CENTER",-0.02405,"-100%"
"4586","LARCHWOOD INNS",0.0055,"9.09%"
"4587","LARCHWOOD VILLAGE RETIREMENT COMMUNITY",-0.02702,"-66.88%"
"4588","LAREDO NURSING AND REHABILITATION CENTER",-0.01514,"-38.65%"
"4589","LARKIN CHASE CENTER",0.00824,"34.71%"
"4590","LARKSPUR",0.000429999999999998,"2.78%"
"4591","LAS COLINAS OF WESTOVER",-0.03726,"-80.65%"
"4592","LAS FLORES CONVALESCENT HOSPITAL",0.01331,"89.69%"
"4593","LAS PALMAS HEALTHCARE CENTER",-0.00594,"-29.3%"
"4594","LAS PALOMAS CENTER",0.01931,"171.34%"
"4595","LAS VENTANAS DE SOCORRO",0.00173,"7.52%"
"4596","LASALLE NURSING HOME",0.02584,"38.44%"
"4597","LASATA CARE CENTER",-0.000730000000000001,"-4.09%"
"4598","LATIMER NURSING HOME",0.05371,"260.22%"
"4599","LATTA ROAD NURSING HOME EAST",0.00151,"7.8%"
"4600","LATTA ROAD NURSING HOME WEST",-0.02174,"-47.7%"
"4601","LAUDERDALE CHRISTIAN NURSING HOME",-0.01579,"-100%"
"4602","LAUDERDALE COMMUNITY LIVING CENTER",0.0178,"69.34%"
"4603","LAUGHLIN HEALTH CARE CENTER",0.01467,"20.62%"
"4604","LAUREL BAY HEALTH & REHABILITATION CENTER",0.01781,"238.74%"
"4605","LAUREL BAYE HEALTHCARE  OF WILLISTON LLC",-0.00878,"-40.26%"
"4606","LAUREL BAYE HEALTHCARE OF GREENVILLE",0.01331,"183.59%"
"4607","LAUREL CENTER",-0.02078,"-73.32%"
"4608","LAUREL CONVALESCENT HOSPITAL",-0.01323,"-35.48%"
"4609","LAUREL COURT",-0.03193,"-43.93%"
"4610","LAUREL CREEK HEALTHCARE AND REHABILITATION CENTER",0.00403,"13.14%"
"4611","LAUREL HEALTH & REHABILITATION CENTER",0.00445,"31.67%"
"4612","LAUREL HEIGHTS HOME FOR THE ELDERLY",0.00664,"122.06%"
"4613","LAUREL MANOR CARE CENTER",-0.01909,"-100%"
"4614","LAUREL MANOR HEALTHCARE AND REHABILITATION CENTER",-0.0087,"-30.73%"
"4615","LAUREL PARK AT HENRY MED CTR",-0.000709999999999999,"-2.55%"
"4616","LAUREL RIDGE HEALTH CARE CENTE",-0.0064,"-21.98%"
"4617","LAUREL RIDGE REHAB AND SKILLED CARE CENTER",0.03036,"139.65%"
"4618","LAUREL VIEW VILLAGE",-0.0019,"-8.17%"
"4619","LAURELBROOK SANITARIUM",-0.02118,"-100%"
"4620","LAURELHURST VILLAGE REHABILITATION CENTER",0.02863,"123.89%"
"4621","LAURELS  OF HILLIARD THE",0.01659,"106.76%"
"4622","LAURELS OF ATHENS, THE",-0.01953,"-64.16%"
"4623","LAURELS OF CARSON CITY",-0.01617,"-100%"
"4624","LAURELS OF COLDWATER,THE",-0.0072,"-50.35%"
"4625","LAURELS OF DEFIANCE  THE",-0.01216,"-100%"
"4626","LAURELS OF FULTON,THE",-0.02093,"-100%"
"4627","LAURELS OF GALESBURG (THE)",-0.0028,"-7.06%"
"4628","LAURELS OF HUBER HEIGHTS THE",-0.01117,"-100%"
"4629","LAURELS OF KENT (THE)",-0.00016,"-1.44%"
"4630","LAURELS OF MT. PLEASANT (THE)",-0.01431,"-100%"
"4631","LAURELS OF STEUBENVILLE THE",-0.03753,"-43.37%"
"4632","LAURELS OF TOLEDO SKILLED NURSING AND REHABILITATI",-0.01689,"-100%"
"4633","LAURELS OF WEST CARROLLTON THE",-0.01228,"-100%"
"4634","LAURELS PEAK CARE & REHABILITATION CENTER",0.02063,"77.32%"
"4635","LAURELTON VILLAGE CARE CENTER",-0.00875,"-44.06%"
"4636","LAURELWOOD CARE CENTER",-0.00136,"-5.91%"
"4637","LAURELWOOD COMM LIVING CENTER",-0.03113,"-44.95%"
"4638","LAURENS CARE CENTER",0.00444,"13.18%"
"4639","LAURIE ANN NURSING HOME",0.04325,"208.94%"
"4640","LAURIE CARE CENTER",-0.02067,"-22.38%"
"4641","LAVERNA VILLAGE OF ST JOSEPH",0.01473,"104.32%"
"4642","LAW DEN NURSING HOME",-0.000139999999999999,"-1.15%"
"4643","LAWNDALE HEALTHCARE & WELLNESS CENTRE LLC",0.02433,"118.57%"
"4644","LAWRENCE CO NURSING CENTER",-0.00353,"-20.48%"
"4645","LAWRENCE COUNTY MANOR",-0.00701,"-10.91%"
"4646","LAWRENCE HALL NURSING CENTER",0.000219999999999998,"1.05%"
"4647","LAWRENCE MANOR HEALTHCARE CENTER",-0.01906,"-100%"
"4648","LAWRENCE STREET HEALTH CARE CENTER",0.01891,"110.46%"
"4649","LAWSON NURSING HOME, INC.",-0.01541,"-35.09%"
"4650","LAYHILL CENTER",-0.02337,"-100%"
"4651","LBJ MEDICAL CENTER",0.00677,"21.66%"
"4652","LEAHI HOSPITAL",0.00582,"82.67%"
"4653","LEAKESVILLE REHABILITATION AND NURSING CENTER, INC",-0.03412,"-100%"
"4654","LEBANON CENTER, GENESIS HEALTHCARE",-0.00043,"-3.51%"
"4655","LEBANON COUNTRY MANOR",-0.01042,"-43.69%"
"4656","LEBANON NORTH NURSING & REHAB",0.01057,"26.37%"
"4657","LEBANON SOUTH NURSING & REHAB",-0.00133,"-13.48%"
"4658","LEBANON VALLEY BRETHREN HOME",0.00237,"7.83%"
"4659","LEBANON VALLEY HOME THE",-0.01788,"-100%"
"4660","LEBANON VETERANS HOME",-0.00207,"-6.21%"
"4661","LECOM AT PRESQUE ISLE, INC",0.00621,"25.93%"
"4662","LEDGEVIEW LIVING CENTER",0.01921,"25.98%"
"4663","LEDGEWOOD MANOR",-0.02305,"-30.81%"
"4664","LEDGEWOOD REHABILITATION & SKILLED NURSING CENTER",0.000409999999999999,"3.81%"
"4665","LEE COUNTY CARE AND REHABILITATION CENTER",-0.0073,"-100%"
"4666","LEE COUNTY HEALTH AND REHABILITATION",-0.01127,"-100%"
"4667","LEE HEALTH AND REHAB CENTER",-0.01242,"-58.45%"
"4668","LEE HEALTHCARE",0.00371,"18.07%"
"4669","LEE MANOR",-0.0032,"-27.78%"
"4670","LEEWOOD HEALTHCARE CENTER",-0.0067,"-12.17%"
"4671","LEFA SERAN SNF",0.00849,"32.17%"
"4672","LEGACY AT HERINGTON",0.01861,"40.75%"
"4673","LEGACY GARDEN REHABILITATION & LIVING CENTER",-0.03681,"-59.13%"
"4674","LEGACY HEALTH AND REHABILITATION CENTER",-0.00184,"-5.05%"
"4675","LEGACY HEALTH AND REHABILITATION OF PLEASANT GROVE",0.000329999999999997,"0.97%"
"4676","LEGACY HILO REHABILITATION & NURSING CENTER",-0.00191,"-5.59%"
"4677","LEGACY ON 10TH AVENUE",0.00313,"24.34%"
"4678","LEGACY POST-ACUTE REHABILITATION",0.000640000000000002,"0.68%"
"4679","LEGACY TRANSITIONAL CARE & REHABILITATION",0.00875,"87.5%"
"4680","LEGEND HEALTHCARE AND REHABILITATION - GREENVILLE",0.01387,"37.75%"
"4681","LEGEND HEALTHCARE AND REHABILITATION - PARIS",-0.00113,"-11.41%"
"4682","LEGEND OAKS HEALTH AND REHABILITATION - EULESS",0.000709999999999999,"4.51%"
"4683","LEGEND OAKS HEALTH AND REHABILITATION - KATY",-0.03135,"-100%"
"4684","LEGEND OAKS HEALTHCARE AND REHABILITATION - ENNIS",-0.01507,"-64.26%"
"4685","LEGEND OAKS HEALTHCARE AND REHABILITATION - NORTH",-0.00243,"-9%"
"4686","LEGEND OAKS HEALTHCARE AND REHABILITATION - NORTH/",-0.00973,"-54.63%"
"4687","LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER",0.0187,"47.89%"
"4688","LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -",0.000209999999999998,"1.05%"
"4689","LEGEND OAKS HEALTHCARE AND REHABILITATION GLADWATE",0.00056,"4.82%"
"4690","LEGEND OAKS HEALTHCARE AND REHABILITATION-KYLE",-0.00737,"-42.28%"
"4691","LEGEND OAKS HEALTHCARE AND REHABILITATION-WEST HOU",0.00025,"3.06%"
"4692","LEGRAND HEALTHCARE AND REHABILITATION CENTER",-0.00235,"-9.5%"
"4693","LEHIGH CENTER",0.00316,"11.74%"
"4694","LEISURE CHATEAU REHABILITATION",-0.00388,"-31.49%"
"4695","LEISURE COURT NURSING CENTER",0.00356,"12.79%"
"4696","LEISURE GLEN POST ACUTE CARE CENTER",-0.00822999999999999,"-18.46%"
"4697","LEISURE PARK HEALTH CENTER",0.00925,"65.88%"
"4698","LEISURE VILLAGE HEALTH CARE CENTER",0.000969999999999999,"5.35%"
"4699","LEMAY AVENUE HEALTH AND REHABILITATION FACILITY",0.00579,"55.35%"
"4700","LEMON GROVE CARE AND REHABILITATION CENTER",-0.00622,"-34.03%"
"4701","LEMONT NURSING & REHAB CENTER",-0.01305,"-71.62%"
"4702","LENA LIVING CENTER",-0.000809999999999998,"-1.32%"
"4703","LENBROOK",-0.00267,"-14.39%"
"4704","LENOIR HEALTHCARE CENTER",-0.00119,"-12.38%"
"4705","LENOX CARE CENTER",-0.02384,"-100%"
"4706","LEONARDVILLE NURSING HOME",-0.01353,"-52.5%"
"4707","LEROY MANOR",-0.03736,"-100%"
"4708","LEROY VILLAGE GREEN R H C F INC",0.01123,"148.15%"
"4709","LETCHER MANOR",-0.00867,"-100%"
"4710","LEVERING REGIONAL HEALTH CARE CENTER",0.01886,"241.18%"
"4711","LEVINDALE HEBREW GER CTR & HSP",0.01344,"144.05%"
"4712","LEWIS & CLARK GARDENS",-0.0061,"-15.05%"
"4713","LEWIS COUNTY NURSING AND REHABILITATION CENTER",-0.03343,"-77.78%"
"4714","LEWIS COUNTY NURSING HOME DISTRICT",0.02607,"135.15%"
"4715","LEWIS COUNTY R H C F",-0.00852000000000001,"-18.56%"
"4716","LEWIS MEMORIAL CHRISTIAN VLG",0.00908,"49.13%"
"4717","LEWISTON OF CASCADIA",0.000719999999999998,"4.75%"
"4718","LEXINGTON COUNTRY PLACE",-0.000110000000000001,"-1.06%"
"4719","LEXINGTON COURT CARE CENTER",0.00261,"6.07%"
"4720","LEXINGTON COURT REHABILITATION & HEALTH CARE CTR",0.00763,"57.33%"
"4721","LEXINGTON HEALTH AND REHABILITATION CENTER",-0.000779999999999999,"-13.4%"
"4722","LEXINGTON HEALTH CARE AND REHABILITATION, INC",-0.00222,"-10.58%"
"4723","LEXINGTON HLTH CR CTR-LOMBARD",0.000320000000000001,"1.26%"
"4724","LEXINGTON MANOR SENIOR CARE, LLC",0.00337,"24.47%"
"4725","LEXINGTON MEDICAL LODGE",-0.00863,"-100%"
"4726","LEXINGTON NURSING HOME, INC.",0.0167,"45.47%"
"4727","LEXINGTON OF CHICAGO RIDGE",0.00046,"3.99%"
